username,comment_score,comment_grade,comment_content,comment_time,user_ip
菁菁姑娘,1,不佳,在茶卡盐湖遇到暴雨，景点没有任何措施，服务真的很让人失望，再美也不会再来了！小火车不能买往返，回程票需要单另购买，还必须要现金！中途不停车……总之非常失败的景点——,2018-07-23,未知
m27****8992,2,一般,买票排队，买小火车票又要排队，里面的游客服务区连冲脚的地方都没有，,2018-07-23,未知
M23****0817,1,不佳,中午十二点去的，堵车一公里多，超级无敌多车，管理跟不上，进去停车场后看到那么多车果断出来，居然收费十块钱，感觉超级不合理。幸好没进去，估计进去乐更后悔,2018-07-23,未知
_CFT01****5972087,1,不佳,天气阴，非常丑，建议天晴去！！！,2018-07-22,未知
M53****703,1,不佳,别说了自己看图感受吧 天空之镜牛皮,2018-07-22,未知
_WeCh****324344,2,一般,不值得去，鞋套还没得租，下去湖里的盐很扎脚，还没水冲脚，说是大门离湖有4公里，其实就是骗你去坐小火车，而且还有一段是臭水沟。下次不会再来,2018-07-15,未知
M22****8255,1,不佳,比起青海湖真的差遠了。浙江人很聰明，找了一個湖，然後使勁做廣告，可能給導遊回扣 ？小火車一點不值，整個商業氣息太濃，去了後悔！尤其是去了青海湖，更沒必要來這！,2018-07-08,未知
Lucia011,1,不佳,就是一个盐湖，没有什么特点，如果花70元进去照一下相也算还罢了，可是你要花钱坐电瓶车到湖边，再花50元坐小火车到湖中间拍照，如果你不想再长途跋涉顶着太阳走回去就又要花50元，花这么多钱拍张照片，对了停车还要十元的，个人觉得性价比很低，不值得去。,2018-05-26,未知
龙l0ng龙,1,不佳,没去过，看天气吧，天气好照相比较好看,2018-05-21,未知
小老虎2018,1,不佳,这么无聊的景点居然还有那么多的人去。小火车，你去坐了就知道，超级冷超级慢，一路开到所谓的湖中心，到了湖中心就感觉是个建筑工地一样，如果你拍了照片不说是盐湖，那发白的混着泥土黄色的，不就是和建筑工地一样吗？还什么美丽的茶卡，从没有去一个景点会感觉那么恶心。大西北实在是没地方可以旅行了吗？一路上走回去，那石子路真心难走，什么鬼地方，盐雕？你用泥巴雕不也是这个样子的吗？下湖？所谓的湖水，刚刚没过脚，底下黑泥巴那叫一个恶心。可不是存心要脱鞋下去，你在所谓的湖中心走，等你走了很远，才发觉不能上岸的，要么走回头，要么脱鞋去走超级恶心的水塘，都是黑色的泥，总之这个盐湖真心恶心！太恶心了！一个大型的建筑工地！,2018-04-27,未知
M26****0463,1,不佳,好喜欢这地方，但不知道几月份去最好,2018-03-21,未知
139****3381,2,一般,你来的不是时候，像青海冬季是很冷的湖面结冰很正常，建议七八月来看看，我只是过客只能认为很遗憾你来的不是时候,2018-02-17,未知
M22****6535,1,不佳,我只能说很烂，照片就是照骗，很不值,2017-11-26,未知
技巧一,1,不佳,不值得，商业气氛太弄了。和天空之镜相去甚远。,2017-11-15,未知
湛蓝湛蓝湛蓝湛蓝,2,一般,游记图片上的茶卡和亲临现场的茶卡，就是梦想和现实的距离。下图是梦想,2017-10-29,未知
江南先生Aa,1,不佳,千万别大假去、人多的恐怖、后悔了,2017-10-26,未知
155****7096,1,不佳,真如网友所说，该景区除非是晴天且没有风，否则什么也看不到，毫无看点，天空之镜就像彩虹一样可遇不可求,2017-10-25,未知
m17****800,2,一般,第二次去，远不如两年半前的第一次。开发的面目全非。以后不会再去了。,2017-10-24,未知
M22****5297,1,不佳,不值去的地方，强行收停车费，实地风和广告相差十万八干里，上个厕所都不方便，再也不会去了！！,2017-10-19,未知
杜王,2,一般,去的时候下雨了，总体感觉还好，就是震撼，地广人稀，幅员辽阔，茶卡盐湖很壮观,2017-10-17,未知
52189****31801,2,一般,可能我们期望过高，结果就是比较失望，茶卡盐湖整体来说比较脏，景区不让穿鞋套下水，但游客都穿鞋套下去……很难拍出那种天空之境的感觉，需要集天时地利人和各种条件O(∩_∩)O哈哈哈~,2017-10-16,未知
M49****618,2,一般,垃圾的要死，没啥看的！光溜腿了。,2017-10-11,未知
august0821,2,一般,建议寻找别的盐湖吧，此处已经被毁了，人工痕迹处处可见，费用倒不便宜，没有收获,2017-10-09,未知
134****5252,2,一般,苍白茫茫一片，还有一大堆人，我看到的盐是有点发黑的了。旅游最失望的一次,2017-10-08,未知
_CFT01****5349773,1,不佳,终于体验了。一张网上的美图忽悠国人去，看一个烂泥巴湖。。。人多。管理混乱，进景区基本靠自己挤，，龟腚不能穿鞋套下河。。一样多的是人穿鞋套下河，，基本没人管，，如果路过可以去一下，，特地跑去，，还是算了吧，,2017-10-07,未知
_M18****8251,1,不佳,很糟糕，湖不让进，铁轨不准进，到那里去都是为了拍照的，这也不行那也不行，我拍什么？所有的东西都围起来，我只能呵呵了！再也不去的景点，也不推荐朋友去！,2017-10-07,未知
qw****16,1,不佳,体验极差，不让穿鞋套，我遵守规则，赤脚下去，走了1个多小时走到稍微人少的地方，拍好照，走回，清理好，接近7点，被告知不卖票了，就看着火车空的开走，工作人员还在那笑。观光车也是，宁愿空运也不让座，最主要的不是不想买票，是根本不卖。这就叫以人为本。体验巨差。,2017-10-06,未知
吖喜,1,不佳,失望到底，以后都不想再去，直接可以拉入黑名单,2017-10-05,未知
_WeCh****84929,2,一般,除了一片盐，就只有人，没有景色可欣赏,2017-10-05,未知
_WeCh****58475,1,不佳,人山人海，水质特别差。还不如一路上玩的野盐湖漂亮。管理人员不等下水拍照。真的没什么好玩的！,2017-10-05,未知
D33****304,2,一般,景区不错，就是价格太贵，尤其是来回的小火车就是宰客！景区的服务人员更是忽悠，总是满满的车装满人才走,2017-10-03,未知
秋之韵2012,1,不佳,照片上拍的效果比现实中看得好多了。门票68元，内部观光火车来回要100元！真坑人！,2017-09-29,未知
chinaby2011,1,不佳,景区翻修过之后越来越烂了，小火车收费往返100,2017-09-26,未知
瓦森李治,1,不佳,好嘛，完全就是被那些茶卡的旅游软文忽悠的，就一个高原盐湖，这种盐湖在塔里木盆地多的很，基础设施差太多，等你从盐水里出来就发现居然没个洗手的地方，那个破地方小火车居然要五十块，步行也不过二十分钟，可能国内景点都是坑，最后出来居然还被收了十块钱的停车费，我消费这么多，居然还要收停车费,2017-09-25,未知
女爵,2,一般,大名鼎鼎的茶卡盐湖，坐小火车到终点的时候风景最美，路上并没什么特别的景色，无非是用盐雕的一些雕塑，后来去了大柴旦的翡翠湖，简直是分分钟秒杀茶卡盐湖。,2017-09-18,未知
蛮牛,1,不佳,严重不推荐！就是个大忽悠！千万不要去！,2017-09-07,未知
小洋洋,1,不佳,这景区管理太差，出口设计的环形购物！真缺德！本来是要着急赶时间，结果不让出来！再也不会来了、真心影响心情！！果断差评！,2017-09-07,未知
M22****0961,2,一般,说实话，名气不小，景色一般。如果你的运气好，连续多日晴好，尚可拍几张倒影，否则，后悔吧！服务很差，从西宁乘火车去盐湖时，广播说可凭火车票乘景区内电瓶车，但乘车时，景区人员说没有此规定。无言,2017-09-03,未知
nunu爸,2,一般,景点可观赏性很强，但配套服务太差，游客还有很多，园区工作人员在没有任何告知的情况下，全都下班了，让人十分差异,2017-08-27,未知
_WeCh****140241,1,不佳,第二次来 和第一次比差很多，景区全面注重了营销，卖东西的，小火车、景交车；唯独盐湖的盐越来越差，本末倒置。特别提示：火车票取票在进景区的门口，火车进站口没有取票的，两边还有一段距离，一定要注意 不然赶不上火车了……,2017-08-26,未知
D33****16,1,不佳,体验太差，进去不到半个小时就出来了，慕名而来，失望而归，很多所谓的旅游景点都是这样的，墙一围起来，大门一卡，就占为己有，开始收钱了，弄几个粗制滥造的雕塑，你就敢收70，把全体人民的公共资源占用，就有脸收70?里面具体每个项目都要收钱，小火车另外收50，登塔收20，总体一起下来收210，果然比单纯卖盐来钱快多了。你让张掖丹霞，敦煌莫高窟都觉得很汗颜，相比起来，丹霞和莫高窟的良心好多了。,2017-08-25,未知
_WeCh****05467,1,不佳,非常糟糕的一次旅行，先不说太阳暴晒毫无宣传所说的镜面效果，最糟心的是我们带着孩子坐小火车到了景区里面，一下车就看到游船，买船票的时候并没告知游船是返程的，害得我们大多数人都认为是围着湖游一圈呢，结果全部拉到门口，搞得我们全家花了几百块钱就是做了火车和游船，景色一点没玩到，觉得可惜好不容易来了又抱着孩子徒步走到湖中心，全路段没有任何休息和遮阳的地方，累个半死，到了湖心，又被告知不让带鞋套，既然不让带你景区为什么还有让那么多人门口卖鞋套呢，而且还强制没收，出门的时候我们就把鞋套取走了，那么话题又来了，管理员冲上来就一顿骂人，我想说我们按照你景区规定不带鞋套那我们走时为何不能带走本就是自己的东西，不可理喻，而且让光脚进去，盐湖里面的盐把脚扎的生疼，根本走不了几步，下去连拍照的心情都没了，景区设计太不人性化，我只能用垃圾二字，不推荐，别来！,2017-08-25,未知
Ready722,2,一般,很多人看照片都将茶卡盐湖视为自己一定要去的地方之一，事实证明“天空之镜”在以前绝非浪得虚名，只是现在看看，盐层被破坏了大部分，湖水渐渐褪去，游人往更深的地方走着，人在镜中，美景但心略沉重。如果知是如此状况，我亦不会将茶卡视为一站。,2017-08-24,未知
M43****597,1,不佳,失望透顶，景点天空之镜没了，火车站出口，太臭了，严重缺水，真没好说的了，旅游管理部门不作为。,2017-08-23,未知
_YX1****368,1,不佳,坑，坐电瓶车下车的地方不让下湖。非得坐小火车才行。坑，坑人嘛！下雨天，景色太丑。不值当这个名声,2017-08-23,未知
